ID,Frame,x1,y1,x2,y2,Confidence
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1141.7678,936.5612,1243.1722,1078.7188,0.8351075,0,1
671.17914,635.6585,746.6823,833.21356,0.8029128,0,2
1139.5292,496.85825,1212.8201,644.30975,0.80945563,0,3
1401.0084,702.1607,1516.7117,888.13074,0.74251837,0,4
37.997498,799.87305,143.40744,990.5001,0.76303434,0,5
257.66864,442.6292,326.04877,610.42236,0.7581772,0,6
1452.7043,324.91544,1519.5638,484.1335,0.7476777,0,7
1466.6211,480.03085,1545.7812,650.66956,0.7853685,0,8
756.44714,441.93576,824.71783,609.34705,0.6760602,0,9
925.6388,178.2802,984.0282,314.74866,0.72281295,0,10
1793.28,152.3201,1852.1082,277.62195,0.68321794,0,11
209.12933,34.430317,268.24887,151.73097,0.72331727,0,12
95.07958,130.00793,146.03534,250.50288,0.7007031,0,13
709.6634,229.47427,767.02264,372.1984,0.6681731,0,14
1202.9838,121.14203,1254.0643,258.22375,0.5224862,0,15
569.7671,270.77704,630.14484,417.23825,0.6643647,0,16
1696.6895,165.22757,1755.8047,294.1375,0.49136013,0,17
1166.4236,146.20398,1208.9304,281.69974,0.51607627,0,18
799.6819,76.53639,848.9032,200.98137,0.56708,0,19
344.39648,493.64127,400.13425,642.80994,0.5388833,0,20
360.93622,9.023872,410.09143,134.45445,0.44696447,0,21
1725.5105,78.675064,1785.7134,199.6717,0.46173447,0,22
1675.248,12.470924,1728.7749,138.87837,0.4355596,0,23
1615.441,16.18602,1655.5558,126.596695,0.41250315,0,24
894.3177,88.60732,935.76416,208.94977,0.3761352,0,25
853.80914,68.91884,892.22156,191.935,0.3989289,0,26
1581.9781,20.367577,1623.0919,120.552315,0.35379976,0,27
983.63086,102.80491,1038.1483,237.22908,0.4529486,0,28
392.2066,514.8618,460.73438,673.0219,0.47702485,0,29
570.22363,204.0731,619.7436,297.93378,0.3920676,0,30
1388.4922,55.227837,1424.9181,184.75952,0.3986646,0,31
1092.1188,48.216454,1131.3246,152.91734,0.26609775,0,32
1898.2079,101.76615,1919.2793,198.32603,0.30930662,0,33
157.55782,0.0,191.86006,46.66017,0.27554882,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
724.7525,4.5847664,766.75824,102.29384,0.29993442,0,36
1851.7174,718.7523,1919.2511,842.3919,0.6200043,0,37
451.3125,507.06912,515.4452,645.135,0.32790834,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1142.3566,929.3311,1243.9036,1078.4225,0.83997315,0,1
672.5939,629.129,747.5646,821.8843,0.81984764,0,2
1140.3641,492.8976,1212.4634,637.8851,0.70525193,0,3
1398.2034,702.0114,1515.2982,887.3376,0.7302773,0,4
38.879906,801.7079,143.90753,990.58813,0.77334887,0,5
254.65633,442.79727,324.68738,610.7489,0.7964379,0,6
1452.9673,325.77246,1521.836,484.35388,0.7181017,0,7
1469.0033,480.2622,1546.93,650.1762,0.7383459,0,8
757.15515,438.02008,824.9394,598.3802,0.7288596,0,9
925.14825,179.43997,983.97345,315.4401,0.7219111,0,10
1794.263,153.77771,1852.2085,280.0855,0.64652944,0,11
211.58543,33.294983,268.0308,149.32663,0.70390344,0,12
95.00504,129.6353,146.15245,250.16008,0.6793326,0,13
710.9559,227.3427,766.36456,370.50507,0.70033085,0,14
1201.908,120.154724,1255.0239,255.71681,0.5672834,0,15
571.36584,271.5988,630.9802,416.71875,0.7522063,0,16
1698.4757,168.12373,1756.7216,297.57965,0.5162395,0,17
1169.0365,143.67773,1210.6615,279.43808,0.5593284,0,18
799.79517,77.00251,848.8202,199.38622,0.5480938,0,19
344.76068,493.2444,401.5286,643.3512,0.56762826,0,20
359.3084,9.544516,413.85233,133.45995,0.5053663,0,21
1728.3911,79.283066,1786.2759,200.24437,0.44977596,0,22
1676.6061,11.27857,1728.3638,138.61084,0.34799132,0,23
1614.9001,15.958855,1656.5332,126.08645,0.41993326,0,24
896.1229,88.38313,935.63763,207.32121,0.35885295,0,25
854.0741,68.95047,891.6596,193.10234,0.3955427,0,26
1581.9657,21.366177,1623.4384,120.34612,0.36089635,0,27
983.46094,104.72763,1037.0555,240.94267,0.44122654,0,28
390.77545,516.67957,460.10065,672.3912,0.48845914,0,29
570.64966,204.56035,619.8552,297.4468,0.33214682,0,30
1388.7566,51.53858,1425.5308,183.88188,0.39496958,0,31
1091.9221,48.891964,1131.5614,155.97354,0.30757782,0,32
1898.2672,101.926735,1919.2786,197.26746,0.30409044,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
725.7884,2.7718134,767.7104,98.2395,0.36948425,0,36
1853.194,718.7634,1919.2723,843.65753,0.66847646,0,37
452.59406,506.3238,515.6671,645.1044,0.3291631,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1141.9486,924.58575,1242.125,1076.8203,0.8612,0,1
674.24713,624.416,747.35706,809.5108,0.8180062,0,2
1138.2477,490.85248,1212.1509,630.91113,0.7049314,0,3
1395.5958,702.47644,1513.3436,887.13354,0.7958294,0,4
39.68628,801.65063,144.58191,990.8914,0.43042493,0,5
254.18417,445.75406,325.2777,610.3268,0.7802077,0,6
1455.5592,329.03534,1522.4196,485.0259,0.6428093,0,7
1469.1266,482.85947,1547.7092,650.40625,0.74341774,0,8
757.5292,433.29156,823.5971,591.22687,0.764146,0,9
924.3878,181.2258,983.5034,318.4436,0.68033093,0,10
1794.6779,154.59761,1852.8834,282.37845,0.6376803,0,11
214.82726,32.432423,267.3961,148.68127,0.73155445,0,12
94.85706,129.60425,146.13863,250.13278,0.6756021,0,13
712.1533,225.77284,766.5944,369.55756,0.6816799,0,14
1202.966,120.25372,1255.6514,250.87202,0.52793443,0,15
572.17975,271.06384,631.6339,416.2677,0.76015687,0,16
1698.4194,166.96504,1758.7362,300.6605,0.59339154,0,17
1170.1985,143.75697,1213.0144,276.7513,0.48929074,0,18
800.03015,76.326004,847.8584,198.70258,0.52264136,0,19
344.48047,492.54593,402.34662,643.7716,0.5575937,0,20
357.29062,7.972727,415.3823,132.95535,0.48199677,0,21
1730.0593,81.79044,1786.5869,208.52051,0.42060295,0,22
1676.5397,11.509409,1728.9851,138.29677,0.3620731,0,23
1616.6962,15.309723,1657.7612,126.90825,0.41679645,0,24
897.321,88.192245,937.8569,206.11241,0.32203892,0,25
854.7014,68.76908,890.9354,193.19917,0.33662632,0,26
1581.6969,21.566952,1623.6877,120.58018,0.33712268,0,27
984.00055,106.12821,1038.6187,246.35797,0.47288668,0,28
391.72696,514.543,460.10385,672.8386,0.49611863,0,29
570.4897,207.97408,619.078,300.57086,0.38272333,0,30
1388.6802,52.915558,1425.1537,182.99011,0.42630568,0,31
1091.8452,52.077053,1131.3425,157.28418,0.3414348,0,32
1898.3134,101.891396,1919.2786,196.84196,0.2926201,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
726.13055,1.5341349,767.8334,95.83945,0.30504882,0,36
1851.8893,717.28754,1919.2948,843.13007,0.6634967,0,37
452.86453,506.07294,515.4452,644.9792,0.29626846,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1141.7118,918.4252,1242.1459,1076.8744,0.8447402,0,1
675.4746,618.8619,747.6502,801.28186,0.7944379,0,2
1138.8629,487.35947,1210.637,625.97534,0.74120027,0,3
1394.1041,704.82806,1510.0322,887.45654,0.7943205,0,4
42.37278,802.8538,143.79869,990.111,0.51331514,0,5
252.471,447.90576,324.39453,611.0268,0.7825169,0,6
1456.5073,329.28305,1524.5692,484.2747,0.6018101,0,7
1469.888,484.27835,1548.2977,650.3702,0.68622214,0,8
758.1316,430.72128,821.11383,589.34845,0.73787624,0,9
924.74615,184.88297,984.0661,320.39923,0.6839924,0,10
1795.2913,154.72032,1853.7231,284.52094,0.6013579,0,11
216.5848,30.820398,268.76306,147.60704,0.7074719,0,12
94.29179,129.26749,146.24292,249.66217,0.69013876,0,13
711.75275,223.59421,766.1572,369.95792,0.71011084,0,14
1202.8894,119.35097,1255.3242,250.03299,0.5650263,0,15
571.8102,274.66428,632.4946,416.05502,0.76760256,0,16
1700.2344,170.46745,1755.4242,302.33945,0.47617784,0,17
1171.7014,140.44414,1213.1633,276.13385,0.5223263,0,18
800.11926,75.43524,847.5403,198.22343,0.50443804,0,19
344.33258,492.5517,401.28204,643.01385,0.5489613,0,20
360.79047,9.97645,419.069,131.49692,0.421055,0,21
1729.9308,82.27643,1787.6643,208.02504,0.38724628,0,22
1676.1031,11.955156,1731.097,140.17178,0.40050286,0,23
1617.0905,15.587179,1658.0526,127.03972,0.37857455,0,24
898.31616,85.683105,939.40173,205.6182,0.32839647,0,25
854.02954,68.316055,890.6552,194.02405,0.34301132,0,26
1583.6631,20.78781,1624.6216,122.03153,0.31847864,0,27
984.399,107.01668,1039.1089,250.28764,0.39462224,0,28
388.6343,517.1131,459.40164,670.8706,0.5351407,0,29
571.23236,207.53128,619.10785,300.7414,0.35573676,0,30
1388.6354,52.748978,1424.9755,182.80501,0.4172335,0,31
1092.7552,52.70833,1131.9578,158.91655,0.3585287,0,32
1898.6122,101.80822,1919.2837,196.16121,0.29776073,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
724.33215,0.9440918,769.7533,94.75012,0.29423437,0,36
1852.2233,701.0037,1919.0187,862.2054,0.5157335,0,37
450.1691,505.34073,515.47046,644.0552,0.2550722,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1142.0354,912.77985,1242.5758,1079.1945,0.837894,0,1
674.3731,614.3464,747.8702,798.39886,0.79923564,0,2
1138.2838,484.21445,1212.1332,620.10223,0.66733,0,3
1395.2429,707.31604,1507.0988,886.7913,0.7533603,0,4
42.66829,806.03723,143.28781,989.92163,0.49297902,0,5
252.12598,450.03534,322.13443,617.7314,0.7665244,0,6
1457.9048,330.5331,1527.9489,490.57507,0.72116137,0,7
1469.6177,487.59988,1549.0021,648.8625,0.7259533,0,8
758.43695,428.84348,819.19574,585.76733,0.75510204,0,9
924.4443,185.46387,983.11914,322.6648,0.68199885,0,10
1794.5112,155.57336,1855.2693,285.4367,0.65181786,0,11
217.74303,30.544395,270.9054,147.23763,0.6839288,0,12
94.31187,129.31761,145.91673,249.0375,0.6606645,0,13
710.47174,221.76874,766.9614,370.20996,0.69735295,0,14
1205.2549,117.76611,1254.5377,248.75221,0.57371897,0,15
572.1693,276.69785,631.94135,416.2146,0.75559264,0,16
1700.2013,160.49144,1763.766,305.61456,0.47821313,0,17
1171.9863,137.57552,1215.3538,274.39676,0.52341735,0,18
800.2205,74.24533,845.1381,197.88995,0.5041434,0,19
344.64047,492.5787,400.24515,642.2011,0.584974,0,20
362.34897,7.1581135,421.08975,131.3444,0.44271117,0,21
1730.5427,83.48637,1787.947,182.90588,0.34939176,0,22
1677.913,12.28945,1731.6178,139.01083,0.43907028,0,23
1619.035,17.519325,1658.346,126.892204,0.41443706,0,24
900.7524,82.318405,941.11945,203.4637,0.33327723,0,25
852.7899,66.555176,891.52844,195.52689,0.33780992,0,26
1584.9573,21.136208,1624.5612,123.54634,0.39409217,0,27
985.90247,107.85022,1039.7296,251.51903,0.36025384,0,28
386.69275,514.0456,459.77728,672.05865,0.62814087,0,29
571.8205,209.66258,619.91766,301.9533,0.42847472,0,30
1388.6188,51.995525,1425.2175,182.30911,0.44826207,0,31
1093.2496,53.99032,1131.6555,160.02257,0.32416162,0,32
1898.6594,102.02543,1919.2712,195.13225,0.25733727,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
724.68,0.4667387,769.2898,93.15415,0.3186132,0,36
1851.1458,662.83386,1919.2588,852.3979,0.6072985,0,37
447.96762,505.07712,515.4026,644.3632,0.26747054,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1140.8446,900.5347,1239.1217,1078.6061,0.8317434,0,1
673.7388,607.5418,749.2145,796.9615,0.80622745,0,2
1140.5425,478.8806,1211.8866,615.66003,0.62925875,0,3
1391.8939,708.34906,1501.2449,886.83606,0.76956666,0,4
45.184387,807.64526,141.77399,989.11194,0.5595345,0,5
249.70784,456.45557,325.223,632.4633,0.7662747,0,6
1460.4408,337.56,1528.86,500.037,0.6542642,0,7
1474.2374,491.2423,1552.0415,650.26886,0.56731135,0,8
758.8435,423.6935,816.54755,580.6568,0.7460101,0,9
924.9611,186.78584,984.7088,323.52365,0.69510245,0,10
1794.4645,157.47556,1856.6995,285.52753,0.6473669,0,11
223.69565,28.98302,278.54553,145.385,0.71004957,0,12
94.42268,128.95955,145.67477,248.40561,0.68179566,0,13
709.8873,217.97882,767.9847,368.30786,0.7170517,0,14
1206.2025,113.34313,1254.6097,250.13335,0.58457386,0,15
571.3839,277.12082,631.15393,414.76556,0.73536557,0,16
1699.622,158.61804,1769.2115,303.89713,0.55335885,0,17
1171.5773,133.95059,1216.7039,267.6948,0.50395244,0,18
800.5256,72.45982,842.63873,196.235,0.46610034,0,19
344.07727,492.33783,400.22644,641.7142,0.5971497,0,20
372.41913,15.050423,424.91483,130.10849,0.49380133,0,21
1730.4541,87.87227,1791.0309,204.36687,0.2970804,0,22
1678.285,13.711922,1733.3434,140.81631,0.48996347,0,23
1620.8141,16.858103,1660.6505,126.485825,0.4309064,0,24
905.03986,79.44981,942.4071,200.40024,0.37358966,0,25
852.7187,65.99254,890.6508,195.53903,0.3539417,0,26
1587.382,19.98627,1626.895,123.91414,0.35446736,0,27
986.96155,111.469345,1042.3099,252.88971,0.44035614,0,28
386.06937,512.727,456.86673,669.35016,0.63122314,0,29
574.191,213.67699,621.38916,302.78302,0.45682588,0,30
1388.3884,45.603218,1426.3063,182.21535,0.3012331,0,31
1093.3485,55.42321,1132.4141,159.96533,0.33621728,0,32
1899.5786,102.203064,1919.3174,194.65402,0.26529115,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
726.1696,0.18978596,767.51575,90.05049,0.26042762,0,36
1850.9137,656.68335,1919.5826,839.7105,0.7087474,0,37
431.53668,507.48477,511.43027,641.9603,0.29853088,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1139.9551,894.40704,1237.892,1079.0878,0.8229191,0,1
673.78326,604.4586,749.1042,796.399,0.8131244,0,2
1141.2415,478.13608,1212.2769,614.85376,0.30457458,0,3
1410.4779,707.7722,1497.1898,883.56335,0.6861711,0,4
46.44129,807.7184,143.91684,989.459,0.7677651,0,5
248.01585,461.03366,324.76056,638.53845,0.76034623,0,6
1461.0936,344.14865,1530.3933,505.87527,0.67882603,0,7
1476.1062,493.8468,1550.3962,661.04407,0.5068718,0,8
758.35425,421.11414,816.53674,579.63354,0.76272,0,9
925.87024,187.23514,984.0088,324.05045,0.6791653,0,10
1796.3188,156.84743,1858.5029,284.98102,0.6756489,0,11
227.20541,28.673727,282.5581,145.42245,0.69137,0,12
94.137276,127.88095,145.33093,248.50557,0.69628984,0,13
710.18726,216.43854,767.2628,366.99664,0.69583476,0,14
1206.8335,110.69852,1253.7078,250.63655,0.5147127,0,15
571.6374,277.50607,631.191,415.5698,0.73447645,0,16
1697.685,159.49329,1767.0938,305.09293,0.5503499,0,17
1171.2572,132.40045,1218.1761,263.42313,0.4877856,0,18
800.6543,71.76629,841.6835,196.56003,0.4476065,0,19
343.7666,491.86707,399.5496,642.1756,0.5926139,0,20
372.72748,10.661396,423.2155,127.94871,0.5238163,0,21
1730.2285,89.5376,1790.8617,232.08797,0.3799105,0,22
1678.5077,15.435545,1734.1307,144.54984,0.5018602,0,23
1621.3218,16.380627,1661.4702,126.52323,0.45641842,0,24
906.3437,77.66238,942.3254,199.91309,0.37885517,0,25
852.95966,64.80494,890.174,194.94598,0.33604166,0,26
1589.1053,20.304703,1626.9847,125.62834,0.37618884,0,27
986.2962,112.18911,1041.9415,253.90985,0.52190846,0,28
386.80612,514.4054,458.84128,669.6537,0.60498005,0,29
575.03577,215.03833,622.48584,303.5711,0.4272668,0,30
1388.3884,45.603218,1426.3063,182.21535,0.3012331,0,31
1093.7244,55.626022,1132.4094,159.7391,0.29231006,0,32
1899.1893,102.129135,1919.298,195.0727,0.3321641,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
725.0953,0.3698845,768.8652,89.39091,0.25523823,0,36
1850.8203,652.7468,1919.5768,838.0911,0.7476767,0,37
445.85678,506.79913,514.4548,642.56195,0.28611398,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1493.5796,494.67947,1553.9268,591.9293,0.40140778,0,40
1138.7388,890.225,1237.7135,1075.226,0.848769,0,1
674.77594,600.47296,750.8222,796.2464,0.81473005,0,2
1141.5038,474.48596,1212.0939,615.71594,0.6386258,0,3
1398.1256,708.99243,1494.2632,886.3892,0.7176225,0,4
46.97831,808.20905,145.68896,988.14496,0.7416723,0,5
247.7563,464.01178,327.45624,639.9234,0.77227837,0,6
1462.689,347.63736,1530.5354,511.29922,0.70614475,0,7
1475.235,498.34085,1555.4542,671.7589,0.63589203,0,8
757.7142,418.70755,815.3646,579.6433,0.74188447,0,9
925.07904,188.68506,982.177,324.88037,0.6759171,0,10
1796.4789,156.84654,1859.0687,284.77295,0.70892465,0,11
229.54541,25.872042,288.04202,144.22578,0.6595336,0,12
94.10447,127.631454,145.29008,247.83463,0.6811919,0,13
710.4681,215.81259,766.7146,365.51938,0.66289586,0,14
1206.6903,110.14897,1253.2573,249.44801,0.52761966,0,15
571.5055,279.73996,631.2894,420.26636,0.73200244,0,16
1698.5432,155.47281,1768.0786,305.52612,0.59031254,0,17
1171.0538,131.20125,1219.1488,261.34766,0.47669196,0,18
800.25037,71.76386,841.461,196.54597,0.43629357,0,19
343.46698,491.33838,399.81,641.60223,0.54612404,0,20
373.37378,9.214245,423.56363,126.54912,0.5389553,0,21
1730.4948,90.405945,1791.5242,223.90063,0.3545137,0,22
1679.7664,15.435991,1735.5498,146.91963,0.50856036,0,23
1620.6028,16.21491,1661.8015,126.41011,0.44594067,0,24
906.34174,78.22282,943.1168,197.6402,0.36233038,0,25
853.0976,65.3969,890.448,194.38373,0.3200293,0,26
1590.8687,20.41254,1627.1704,126.56386,0.3732265,0,27
986.5959,113.17919,1042.8545,254.81291,0.52514756,0,28
387.15958,513.24414,459.3326,669.40045,0.5687461,0,29
575.66046,215.60522,623.52423,303.30267,0.30624285,0,30
1388.3884,45.603218,1426.3063,182.21535,0.3012331,0,31
1093.8859,55.53431,1132.8888,159.84119,0.28000966,0,32
1898.5797,102.53748,1919.3087,195.89499,0.38898632,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
725.0953,0.3698845,768.8652,89.39091,0.25523823,0,36
1850.8674,651.3465,1919.5305,836.77997,0.7882818,0,37
449.68433,506.27045,514.07556,642.04175,0.2831416,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1493.5796,494.67947,1553.9268,591.9293,0.40140778,0,40
1136.2036,883.46136,1234.9475,1071.0173,0.845148,0,1
674.4108,597.9998,750.9044,795.0447,0.804311,0,2
1143.9086,473.68542,1211.1991,616.591,0.72743315,0,3
1391.3668,710.06726,1492.2675,886.52765,0.7768985,0,4
48.213905,809.7314,150.90875,988.7525,0.64360416,0,5
246.93883,467.4246,328.84546,643.5293,0.7504257,0,6
1464.5281,348.2525,1534.5996,511.85156,0.7417076,0,7
1475.8488,501.8629,1556.4739,677.4343,0.7414124,0,8
757.69934,417.52286,814.77814,579.3648,0.7524174,0,9
924.68024,190.3569,981.8954,322.94778,0.6537533,0,10
1797.0942,157.67015,1860.1382,285.03598,0.7377506,0,11
232.7782,25.14021,293.48636,141.45767,0.6294834,0,12
94.31679,127.325294,145.0605,247.9365,0.6654079,0,13
711.0564,215.05952,765.7632,361.17737,0.61932606,0,14
1206.7172,108.89763,1251.9061,245.16019,0.5145887,0,15
571.0687,280.59433,631.33386,426.4373,0.72719055,0,16
1698.8518,160.0898,1766.3848,305.56927,0.5780172,0,17
1170.0239,130.7759,1217.1483,258.44696,0.45974484,0,18
799.8122,71.39671,840.73004,196.29694,0.39969593,0,19
343.88855,491.29782,400.9694,641.5151,0.53062856,0,20
376.2864,6.0296745,425.90076,126.80446,0.37301058,0,21
1729.7146,92.30004,1791.0227,227.11372,0.29005215,0,22
1680.5292,16.839592,1735.1107,150.80273,0.53320533,0,23
1607.6492,15.677828,1660.9552,127.32955,0.43923226,0,24
906.503,77.939896,943.5269,194.69472,0.33221585,0,25
852.5671,63.595436,890.2004,193.732,0.31032038,0,26
1590.887,20.735847,1626.6145,128.05061,0.37331465,0,27
986.5776,114.483635,1043.007,255.6703,0.4588176,0,28
386.91312,513.93774,455.35245,667.64215,0.5417375,0,29
575.83856,215.96819,623.70087,304.42084,0.32766694,0,30
1386.5059,0.97579193,1443.3729,181.63377,0.25623393,0,31
1093.823,55.702904,1133.8031,159.39322,0.28340903,0,32
1897.2888,103.73932,1919.2875,199.634,0.39108422,0,33
158.63457,0.0,191.71724,46.36519,0.26985887,0,34
1310.4562,7.2004166,1344.6863,108.52499,0.2574819,0,35
725.0953,0.3698845,768.8652,89.39091,0.25523823,0,36
1850.3844,649.1375,1919.5221,836.23047,0.7462622,0,37
447.79843,505.3572,513.6326,641.8026,0.25167775,0,38
1821.6903,0.0,1851.7035,51.38935,0.29467922,0,39
1493.5796,494.67947,1553.9268,591.9293,0.40140778,0,40
1134.058,877.8512,1232.8079,1071.6018,0.86163086,0,1
674.8944,594.3318,751.3827,793.8499,0.8302114,0,2
1144.2646,472.20483,1213.1991,617.4745,0.75636625,0,3
1389.4912,709.95636,1487.42,886.2796,0.7627541,0,4
48.96263,810.2481,158.59059,988.1512,0.62131494,0,5
246.41951,470.73642,328.7848,647.1067,0.76167923,0,6
1465.7417,351.66705,1536.4369,518.37067,0.7367305,0,7
1476.1908,504.22,1558.1722,680.8783,0.7788326,0,8
757.888,414.10312,814.90265,579.10614,0.76272094,0,9
924.0866,190.70412,981.7491,322.3593,0.6932711,0,10
1797.7906,159.51846,1861.0422,284.6146,0.75564986,0,11
235.68832,24.829834,294.90402,141.53496,0.6068847,0,12
94.096436,127.376755,144.73407,247.64868,0.6711398,0,13
711.4688,212.16188,766.26953,360.0446,0.618307,0,14
1206.9133,108.487015,1252.3563,239.7063,0.45564285,0,15
571.5778,280.67142,631.57654,429.94348,0.7207931,0,16
1699.3353,161.83742,1770.3718,304.15564,0.5886946,0,17
1169.2041,127.806725,1220.4747,256.30286,0.47209612,0,18
799.8217,70.75777,839.38055,196.21687,0.39675602,0,19
343.99533,490.51373,403.1805,641.92566,0.57590204,0,20
375.3747,3.1052513,425.5751,122.79104,0.48724264,0,21
1726.5696,94.02697,1792.2283,235.0331,0.30606142,0,22
